#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	Most-prescribed medicare drugs
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215322870 >JOSEPH GRATEROL </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215258124 >ALEXANDER LOWENTHAL </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215234257 >PATRICIA GOLDHOFF </A>	Cytopathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205271236 >ETHAN WINKLER </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205255841 >MARGARET EMMOTT </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205162310 >ANATOLY URISMAN </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1205002235 >JOANNA PHILLIPS </A>	Neuropathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194959825 >SAN TAT </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194874685 >LUCY CRAIN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194767046 >CLIFFORD LOWELL </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194761809 >YUET KAN </A>	Clinical Pathology/Laboratory Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194048157 >ELLEN LAVES </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194047126 >LUKE JUDGE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1184986770 >ALI MAAMAR-TAYEB </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1184933418 >STEPHEN WESTON </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1184036436 >CAROLINE ONG </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174918460 >DAVID WHITE </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174889570 >JOSHUA VEITH </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174880405 >JENNIFER STAVES </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174854525 >ANN ZOVEIN </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174853311 >AUDREY LAU </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174849186 >SUNITA PURI </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174647481 >ROBERT HICKEY </A>	Specialist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1174554000 >ELIZABETH ROBBINS </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164636593 >LAURENCE CHENG </A>	Pediatric Allergy/Immunology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164572111 >DONALD GANEM </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164464947 >LEE ATKINSON </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164443222 >RACHAEL LUCATORTO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154875136 >MELISSA HAQUE </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154783546 >YINGMING CHEN </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154716389 >CHUKWUKA DIDIGU </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154459535 >NATASHA BRASIC </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1154369551 >JEAN NAKAMURA </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144682410 >LILY STERN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144648833 >ABDUL KOUANDA </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144524869 >STEPHANIE LANGELAAR </A>	Nurse Anesthetist, Certified Registered	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144510652 >CHRISTOPHER STARR </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1144320722 >KRISTEN KNOCKE </A>	Hospitals   , Children	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134495880 >CHRISTINE HESSLER </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134462617 >MICHAEL SPIRO </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134455165 >JENNIFER WILSON </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134448137 >LISA CHU </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134401201 >ROBIN NIEMEIER </A>	Nurse Practitioner, Neonatal	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134306194 >  </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134260664 >ESTHER YUH </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1134182884 >HELGE EILERS </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1124347877 >XIAOSONG ZHANG </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114982832 >BRADLEY SHARPE </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114361839 >ALEXANDRA RISTOW </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1114345485 >TAYMOUR HAMMOUDI </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	
